temperature,Gas1RS/Rmax,Gas2RS/Rmax,Gas3RS/Rmax,Vc
40,74,86,77,5.07
37,74,83,77,5.07
40,74,83,77,5.07
37,74,83,77,5.06
33,74,83,77,5.06
41,74,83,77,5.07
32,74,83,77,5.07
43,74,83,77,5.06
48,74,83,77,5.06
30,74,83,77,5.07
29,74,83,77,5.06
36,74,86,77,5.06
31,74,83,77,5.07
31,73,81,77,5.07
32,74,83,77,5.06
29,74,83,77,5.07
32,74,83,77,5.06
32,74,83,77,5.06
31,74,83,77,5.07
33,74,83,77,5.07
35,74,83,77,5.06
33,74,83,77,5.06
29,74,83,77,5.07
33,74,83,77,5.06
36,74,83,77,5.07
30,74,83,77,5.07
34,74,83,77,5.07
33,74,86,77,5.06
31,74,83,77,5.07
29,74,81,76,5.07
33,74,83,77,5.06
45,74,83,77,5.07
29,74,83,77,5.07
30,74,83,77,5.07
29,74,77,77,5.07
42,74,83,77,5.07
38,74,83,77,5.07
31,74,83,77,5.07
31,74,83,77,5.07
52,74,83,77,5.07
30,74,83,77,5.07
33,74,83,77,5.06
51,74,83,77,5.07
40,74,83,77,5.07
29,74,83,77,5.07
33,74,83,77,5.07
39,74,83,77,5.07
32,74,83,77,5.06
54,74,83,77,5.07
47,74,83,77,5.07
30,74,83,77,5.07
30,73,83,74,5.07
29,74,83,77,5.07
29,74,83,77,5.07
31,74,83,76,5.06
32,74,83,77,5.06
30,74,83,77,5.07
30,74,83,77,5.06
31,74,86,77,5.07
50,74,83,77,5.07
44,74,83,77,5.07
30,74,75,78,5.07
50,74,86,77,5.07
30,74,83,77,5.07
31,74,83,76,5.07
30,74,86,77,5.07
34,74,83,77,5.07
32,74,83,77,5.07
48,74,86,77,5.07
38,74,83,77,5.07
29,74,83,77,5.07
29,74,86,77,5.07
41,74,83,76,5.07
29,74,86,77,5.06
51,74,83,77,5.07
29,74,83,77,5.07
30,74,83,77,5.07
30,73,86,77,5.06
31,74,86,77,5.07
37,74,83,77,5.07
29,74,83,77,5.07
37,74,83,77,5.06
31,74,83,77,5.06
48,74,83,77,5.06
29,74,83,77,5.07
31,74,83,77,5.07
29,74,83,77,5.07
36,74,83,77,5.07
43,74,83,77,5.06
30,74,86,77,5.07
37,74,83,77,5.07
34,74,83,77,5.06
29,74,86,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
30,74,86,77,5.06
33,74,83,77,5.07
30,74,86,77,5.07
55,74,83,77,5.07
35,74,83,77,5.07
31,74,83,77,5.07
32,74,83,77,5.07
29,74,83,76,5.07
30,74,83,77,5.07
30,74,83,77,5.07
46,74,83,77,5.07
31,74,83,77,5.06
34,74,83,77,5.07
32,74,83,77,5.06
32,74,83,77,5.06
43,74,83,77,5.06
34,74,77,77,5.06
31,74,86,77,5.06
36,74,83,77,5.07
53,74,83,77,5.06
30,74,83,77,5.07
32,73,86,77,5.07
31,74,83,77,5.07
53,74,83,77,5.07
29,74,83,77,5.07
31,74,83,77,5.07
49,74,83,77,5.06
32,74,83,77,5.07
29,74,83,77,5.06
41,74,83,77,5.07
43,74,83,77,5.07
29,74,86,77,5.07
29,74,83,77,5.07
32,74,83,77,5.07
31,74,83,76,5.07
31,74,83,77,5.07
35,74,83,77,5.07
29,74,83,77,5.06
49,74,83,77,5.07
33,74,83,77,5.07
51,74,86,77,5.07
40,74,83,77,5.07
47,74,86,77,5.07
37,74,83,76,5.07
29,74,86,77,5.07
31,74,83,77,5.07
39,74,83,77,5.07
35,74,83,77,5.07
49,74,83,77,5.07
49,74,83,77,5.07
29,74,83,73,5.07
30,74,83,77,5.06
38,74,83,77,5.07
30,74,83,77,5.07
34,74,83,77,5.06
31,74,83,77,5.07
39,74,86,77,5.07
35,74,83,77,5.06
33,74,83,77,5.07
31,74,83,77,5.07
53,74,83,77,5.07
47,74,83,77,5.07
51,74,75,75,5.07
29,74,83,77,5.06
31,74,83,77,5.07
53,74,83,77,5.07
32,74,83,77,5.07
32,74,83,77,5.06
29,74,86,77,5.06
52,74,83,76,5.07
30,74,83,77,5.07
32,74,83,77,5.06
30,74,83,77,5.07
33,74,86,77,5.06
30,74,83,77,5.07
29,74,86,77,5.07
33,74,83,77,5.07
29,74,86,77,5.07
34,74,83,77,5.07
53,74,83,77,5.06
46,74,83,77,5.07
37,74,83,77,5.07
41,74,86,77,5.07
36,74,83,77,5.07
29,74,83,77,5.07
39,74,83,77,5.07
32,74,86,77,5.07
31,74,83,77,5.07
31,74,86,77,5.06
30,74,83,77,5.07
29,74,86,77,5.07
30,74,83,77,5.07
29,74,83,77,5.07
51,74,83,77,5.07
36,74,83,77,5.07
29,74,83,77,5.07
32,74,83,77,5.06
48,74,83,77,5.07
39,74,86,77,5.07
29,74,83,77,5.06
36,74,83,77,5.06
39,74,83,77,5.06
44,74,83,77,5.06
29,74,83,77,5.07
31,74,86,77,5.07
37,74,81,73,5.07
32,74,83,77,5.06
37,74,83,74,5.06
33,74,83,77,5.07
32,74,83,77,5.06
29,74,77,78,5.07
32,74,83,77,5.07
47,74,83,77,5.07
29,74,83,77,5.07
33,73,86,77,5.06
29,74,86,77,5.06
30,74,83,77,5.07
47,74,83,77,5.06
29,74,83,77,5.06
52,74,83,77,5.06
29,74,83,77,5.07
31,74,86,77,5.07
52,74,83,77,5.07
31,74,86,77,5.07
33,74,83,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
29,74,77,78,5.06
39,74,83,77,5.07
40,74,83,77,5.07
43,74,83,77,5.06
29,74,83,77,5.07
44,74,83,76,5.07
30,74,86,77,5.06
30,74,83,77,5.06
29,74,83,77,5.07
30,74,83,77,5.07
29,74,83,77,5.07
53,73,86,77,5.07
30,74,83,77,5.06
44,74,83,77,5.06
30,74,86,77,5.06
30,74,83,77,5.07
29,74,83,77,5.06
32,74,83,77,5.06
54,73,83,76,5.07
40,74,83,77,5.06
32,73,81,73,5.07
33,74,86,77,5.07
34,73,83,77,5.07
29,74,83,77,5.06
50,74,83,77,5.07
35,74,83,77,5.07
30,74,83,77,5.07
55,73,83,73,5.07
31,74,86,77,5.06
29,73,83,77,5.07
43,74,83,77,5.07
40,74,83,77,5.07
34,74,83,77,5.06
30,74,86,77,5.07
47,73,77,78,5.07
29,74,83,77,5.06
32,74,83,77,5.06
32,74,83,77,5.07
43,74,83,77,5.07
29,73,83,77,5.07
33,73,83,77,5.06
29,73,83,77,5.06
29,73,83,76,5.06
39,74,86,77,5.07
30,73,83,77,5.07
29,74,83,77,5.06
33,73,83,77,5.06
30,73,83,76,5.07
30,74,83,77,5.07
32,73,81,76,5.06
38,74,86,77,5.06
33,73,83,76,5.07
29,74,83,77,5.07
30,73,83,77,5.07
43,73,83,77,5.07
40,73,83,77,5.07
43,73,83,77,5.07
30,73,83,77,5.07
41,73,83,73,5.07
29,74,86,77,5.07
29,73,83,76,5.07
40,74,86,77,5.07
33,73,83,77,5.07
29,73,83,77,5.07
30,74,83,77,5.07
30,73,83,76,5.07
31,74,86,77,5.06
50,74,83,77,5.07
46,73,83,77,5.07
35,73,86,77,5.07
32,73,83,77,5.07
31,74,83,77,5.06
54,73,83,77,5.07
30,73,83,77,5.07
40,74,83,77,5.06
29,73,83,77,5.07
50,74,83,77,5.06
30,73,73,74,5.07
29,74,83,77,5.07
29,73,77,77,5.07
29,74,86,77,5.07
55,73,83,77,5.07
51,74,86,77,5.06
29,73,83,77,5.07
36,74,86,77,5.07
33,74,83,77,5.07
45,74,83,77,5.07
47,74,83,77,5.06
33,73,83,76,5.07
29,74,86,77,5.06
48,72,86,76,5.06
29,74,83,77,5.06
50,74,83,76,5.07
36,74,86,77,5.06
29,73,83,77,5.06
29,74,86,77,5.06
32,74,83,76,5.07
31,74,83,77,5.07
32,74,83,77,5.07
29,74,83,76,5.07
33,74,86,77,5.06
44,73,83,77,5.07
29,73,83,77,5.07
53,74,86,77,5.07
31,73,83,77,5.07
49,74,83,77,5.07
37,74,83,77,5.07
51,73,83,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
31,74,86,77,5.07
48,73,83,77,5.07
29,74,83,77,5.06
33,73,81,76,5.07
31,74,83,77,5.06
54,74,86,77,5.06
36,74,83,77,5.07
32,74,86,77,5.06
29,74,83,77,5.07
55,74,83,77,5.07
29,74,83,77,5.07
40,73,83,77,5.06
32,73,83,76,5.06
31,73,83,76,5.07
29,74,83,77,5.06
30,73,83,77,5.07
41,74,83,77,5.06
30,73,83,77,5.07
35,74,83,77,5.07
32,73,83,77,5.07
29,73,83,77,5.07
29,73,83,77,5.07
45,74,86,77,5.07
30,73,83,76,5.07
52,73,83,77,5.07
38,73,77,78,5.06
37,73,83,77,5.07
47,73,83,73,5.07
32,73,83,77,5.07
29,73,83,77,5.07
34,73,83,77,5.06
30,73,83,77,5.07
54,73,83,77,5.07
51,73,86,77,5.07
56,73,86,77,5.07
30,73,86,77,5.06
29,73,83,72,5.07
31,73,86,77,5.06
49,73,83,77,5.07
34,73,83,77,5.06
35,73,83,77,5.07
43,73,83,77,5.07
29,73,83,77,5.07
40,73,83,77,5.06
31,72,86,77,5.07
39,73,83,77,5.07
30,72,77,77,5.07
33,73,83,77,5.06
47,73,83,76,5.07
33,73,83,77,5.06
31,73,83,77,5.07
42,73,83,77,5.07
34,73,83,77,5.07
36,73,83,77,5.07
30,73,83,77,5.07
48,72,86,77,5.06
53,73,83,77,5.06
33,73,83,77,5.06
29,73,83,77,5.07
29,73,86,77,5.07
42,73,83,77,5.07
29,74,86,77,5.06
30,73,83,76,5.07
34,74,83,77,5.06
29,73,83,77,5.07
30,73,83,77,5.06
47,74,86,77,5.07
34,73,83,77,5.07
49,74,83,77,5.07
30,72,86,77,5.07
36,73,83,73,5.06
53,74,83,77,5.06
30,74,83,77,5.06
29,73,83,77,5.06
52,74,83,77,5.06
29,73,83,77,5.07
29,74,86,77,5.06
40,73,83,73,5.06
30,74,83,77,5.07
30,73,83,77,5.06
33,74,83,77,5.06
32,74,83,77,5.06
29,73,83,77,5.07
34,74,83,77,5.07
41,73,77,77,5.06
30,74,83,77,5.06
48,74,83,77,5.07
37,74,83,77,5.06
29,74,83,77,5.06
39,73,83,77,5.06
35,74,83,77,5.06
29,73,83,76,5.07
29,74,83,77,5.06
51,74,83,77,5.06
42,74,83,77,5.06
29,74,83,77,5.06
32,73,83,77,5.06
42,74,83,77,5.06
32,73,83,76,5.07
54,74,83,77,5.06
29,73,83,77,5.07
33,74,83,77,5.07
31,73,83,76,5.07
31,74,83,77,5.07
30,74,83,77,5.07
45,74,83,77,5.07
45,74,83,77,5.07
31,74,83,77,5.06
30,74,83,77,5.07
36,73,83,77,5.06
29,74,83,77,5.07
35,74,83,77,5.07
29,74,86,77,5.07
37,74,83,76,5.07
30,74,86,77,5.06
29,73,83,77,5.07
30,74,83,77,5.06
29,74,83,77,5.06
30,73,83,77,5.06
38,74,83,77,5.06
53,73,83,77,5.07
37,74,83,77,5.06
36,73,83,77,5.07
41,74,86,77,5.06
45,73,83,77,5.06
31,74,83,77,5.07
30,73,83,76,5.07
32,73,83,73,5.06
45,74,83,77,5.07
33,73,83,77,5.07
37,74,83,77,5.06
29,74,83,77,5.07
36,74,83,77,5.07
29,74,83,77,5.07
40,73,83,77,5.07
33,74,83,77,5.07
29,73,83,77,5.07
43,74,86,77,5.07
31,73,81,74,5.06
40,74,83,77,5.07
29,73,83,77,5.07
37,74,83,77,5.06
52,73,83,77,5.06
54,74,83,77,5.06
30,73,83,77,5.07
33,74,86,77,5.07
33,73,83,77,5.07
44,74,83,77,5.06
30,73,83,76,5.07
29,74,83,77,5.07
52,73,83,76,5.07
37,74,86,77,5.07
31,73,83,77,5.07
29,74,83,77,5.07
34,73,83,77,5.07
33,74,83,77,5.07
30,74,83,77,5.07
40,73,83,77,5.07
39,74,83,77,5.07
32,74,83,77,5.07
32,74,83,77,5.07
33,74,83,77,5.06
46,73,83,77,5.07
53,74,83,77,5.06
36,72,83,77,5.07
32,74,83,77,5.06
44,73,75,76,5.07
33,74,83,77,5.07
51,73,83,77,5.07
33,74,86,77,5.06
33,74,83,77,5.07
30,74,83,77,5.07
44,74,83,77,5.07
30,74,83,77,5.07
34,74,83,77,5.06
29,74,83,77,5.07
53,74,83,77,5.07
54,74,83,76,5.07
53,74,83,77,5.06
29,74,83,76,5.06
32,74,83,77,5.07
36,73,86,77,5.07
29,74,83,77,5.06
29,73,83,74,5.06
49,73,83,77,5.07
42,74,83,77,5.06
49,74,83,77,5.07
45,74,86,77,5.06
29,74,83,77,5.07
29,74,83,77,5.07
30,74,83,77,5.07
55,74,83,77,5.07
40,74,83,77,5.07
40,74,83,77,5.07
31,74,83,77,5.07
29,74,83,77,5.07
32,74,83,77,5.07
29,74,83,76,5.07
29,74,83,77,5.07
31,74,83,77,5.07
31,74,83,77,5.07
30,74,83,77,5.07
32,74,83,77,5.07
42,74,86,77,5.06
42,74,83,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
33,74,83,77,5.07
42,74,83,77,5.06
36,73,75,78,5.07
29,74,83,77,5.07
48,74,83,77,5.07
42,74,83,77,5.07
36,74,83,77,5.07
32,74,83,77,5.07
50,74,83,77,5.07
33,74,83,74,5.07
32,74,83,77,5.06
32,74,83,77,5.07
32,74,83,77,5.07
36,74,83,77,5.06
30,73,86,77,5.07
39,74,83,77,5.06
51,74,83,77,5.07
33,73,83,77,5.07
29,74,83,77,5.07
42,74,83,77,5.07
37,74,83,77,5.07
31,74,83,77,5.06
47,73,83,74,5.07
29,74,83,77,5.07
46,74,83,77,5.07
31,73,83,77,5.07
29,74,83,77,5.06
55,74,83,77,5.06
29,74,83,77,5.06
33,74,83,77,5.07
44,73,83,77,5.07
36,74,83,77,5.07
40,74,83,77,5.07
30,74,83,77,5.07
43,73,83,77,5.07
29,74,83,77,5.07
34,74,83,77,5.07
32,74,86,78,5.07
31,74,83,77,5.07
31,74,83,78,5.07
45,73,83,77,5.07
29,74,83,78,5.07
46,73,83,74,5.07
29,74,83,78,5.06
30,74,83,77,5.07
51,74,83,78,5.06
50,74,83,77,5.07
30,74,83,78,5.07
29,74,83,77,5.07
29,74,83,78,5.07
31,74,83,77,5.07
54,74,83,78,5.06
29,74,83,77,5.07
41,74,83,77,5.07
40,74,83,77,5.07
31,74,83,77,5.07
31,74,83,78,5.07
29,74,83,77,5.07
33,74,83,78,5.06
30,74,83,77,5.06
30,74,83,78,5.06
31,74,83,77,5.07
30,74,83,77,5.06
48,74,83,78,5.06
33,74,83,77,5.07
29,74,83,77,5.07
43,74,83,78,5.07
31,74,83,77,5.07
29,74,83,78,5.07
42,74,81,77,5.07
42,74,83,78,5.06
30,74,83,77,5.07
29,74,83,77,5.07
33,74,83,78,5.07
37,74,83,77,5.07
29,74,83,78,5.06
29,74,86,74,5.07
32,74,83,78,5.07
34,74,83,77,5.06
29,74,83,78,5.07
37,74,83,77,5.07
29,74,83,77,5.06
40,74,83,78,5.07
30,74,83,77,5.07
29,74,83,78,5.07
31,74,83,77,5.07
52,74,83,77,5.07
40,74,83,78,5.07
50,74,83,77,5.07
31,74,83,78,5.07
30,74,83,77,5.07
30,74,83,77,5.07
29,74,83,77,5.07
30,74,83,78,5.07
29,74,81,77,5.07
34,74,83,78,5.06
39,74,83,78,5.07
37,74,83,77,5.07
48,74,83,78,5.06
29,74,83,77,5.07
29,74,83,78,5.07
30,74,83,78,5.07
30,74,83,77,5.07
50,74,83,78,5.06
38,74,83,77,5.07
29,74,83,78,5.07
29,74,83,78,5.07
40,74,75,78,5.07
29,74,83,78,5.06
41,74,83,77,5.07
38,74,83,77,5.07
31,74,83,78,5.07
55,74,83,77,5.07
30,74,83,78,5.06
29,74,83,77,5.07
47,74,83,78,5.07
31,74,83,78,5.07
43,74,81,77,5.07
29,74,83,78,5.07
29,74,83,78,5.07
33,74,83,77,5.07
30,74,83,78,5.07
40,74,83,78,5.07
32,74,83,77,5.07
29,74,83,78,5.07
39,74,83,77,5.07
52,74,83,78,5.07
32,74,83,77,5.07
32,74,83,78,5.07
37,74,83,77,5.07
31,74,83,78,5.07
29,74,83,77,5.07
30,74,83,77,5.07
42,74,83,78,5.06
49,74,83,74,5.07
51,74,83,78,5.06
29,74,81,77,5.07
29,74,83,78,5.06
31,74,81,77,5.07
30,74,83,78,5.06
29,73,83,78,5.07
33,74,83,78,5.06
30,74,83,77,5.07
32,74,83,78,5.06
30,73,86,77,5.07
30,74,83,78,5.07
54,74,83,77,5.07
33,74,83,78,5.07
42,74,83,78,5.07
32,74,83,77,5.07
33,74,83,78,5.06
29,74,83,77,5.06
29,74,83,77,5.06
39,74,83,77,5.06
47,74,83,77,5.07
31,74,83,78,5.07
29,74,83,77,5.07
29,74,83,77,5.07
40,74,75,78,5.07
30,74,83,78,5.07
31,74,83,77,5.07
31,74,83,77,5.07
42,74,83,77,5.07
39,74,83,77,5.07
33,74,86,77,5.07
54,74,83,76,5.07
32,74,83,77,5.07
39,74,83,77,5.07
40,74,83,77,5.07
37,74,83,77,5.07
53,74,83,77,5.07
32,74,83,77,5.07
32,74,83,77,5.06
33,74,83,77,5.06
51,74,83,77,5.07
48,74,83,77,5.06
35,74,83,77,5.07
44,73,81,76,5.07
29,74,83,77,5.06
29,73,83,77,5.07
44,74,83,77,5.07
31,74,83,77,5.07
52,74,83,77,5.06
29,74,83,77,5.07
30,74,83,77,5.07
45,74,83,77,5.07
33,74,83,77,5.07
29,74,83,77,5.07
31,73,83,77,5.07
31,74,83,77,5.06
30,74,83,77,5.07
32,74,83,77,5.07
36,74,83,77,5.07
43,73,83,77,5.07
29,74,83,77,5.06
31,73,83,77,5.06
29,74,83,77,5.07
29,73,83,76,5.07
37,74,83,77,5.06
33,72,86,77,5.06
29,74,83,77,5.06
29,73,81,76,5.07
32,74,83,77,5.06
30,73,75,78,5.07
47,74,83,77,5.07
40,74,86,77,5.07
29,74,83,76,5.07
41,73,83,77,5.06
30,73,81,73,5.07
39,73,83,77,5.07
45,72,86,77,5.07
29,73,83,77,5.07
49,73,83,77,5.07
30,73,83,77,5.07
30,73,83,77,5.07
50,73,83,77,5.07
29,73,83,77,5.07
42,73,83,76,5.07
30,73,83,77,5.07
34,73,83,77,5.07
35,73,83,77,5.07
49,73,83,77,5.07
40,73,83,77,5.06
48,73,83,77,5.06
36,73,81,76,5.07
55,73,83,77,5.06
55,73,83,77,5.07
39,73,83,77,5.07
30,73,83,77,5.07
54,73,83,77,5.06
29,73,83,77,5.07
50,73,83,77,5.07
32,73,83,77,5.07
49,73,83,77,5.07
37,73,81,76,5.07
44,73,83,77,5.06
40,73,83,77,5.07
31,73,83,77,5.07
49,73,83,77,5.07
34,73,83,77,5.07
37,73,83,77,5.07
29,73,83,77,5.07
30,73,83,77,5.07
33,73,83,77,5.07
45,73,83,77,5.07
29,73,83,77,5.07
52,73,83,77,5.06
29,73,83,77,5.07
38,73,83,77,5.06
36,73,83,77,5.06
35,72,83,77,5.07
29,73,83,77,5.07
33,73,83,77,5.07
30,73,83,77,5.07
33,73,83,77,5.07
31,73,83,76,5.06
43,73,83,77,5.07
55,73,83,77,5.07
30,73,83,77,5.06
29,73,83,77,5.06
33,73,83,77,5.07
32,73,83,77,5.06
35,73,83,76,5.07
32,73,83,77,5.06
32,73,83,77,5.06
33,73,83,77,5.07
33,73,83,76,5.07
30,73,83,77,5.06
32,73,83,76,5.06
30,73,83,77,5.06
45,72,86,76,5.07
29,73,83,77,5.06
34,73,81,76,5.06
34,73,83,77,5.06
32,73,83,76,5.06
45,73,83,77,5.06
31,72,86,77,5.06
30,73,83,77,5.06
37,73,83,77,5.06
30,73,83,77,5.06
41,73,83,77,5.06
45,73,83,77,5.06
29,73,83,77,5.07
52,73,83,77,5.07
30,73,83,77,5.07
29,73,83,76,5.06
35,73,83,77,5.06
38,73,83,76,5.07
54,73,83,77,5.06
51,73,83,77,5.06
33,73,83,76,5.06
48,73,83,77,5.07
35,73,83,77,5.07
43,73,83,77,5.06
29,73,83,77,5.07
31,73,83,77,5.07
41,73,83,77,5.06
36,73,83,77,5.07
37,73,83,77,5.06
29,74,83,77,5.06
29,73,83,77,5.07
29,73,83,77,5.07
47,74,83,77,5.06
33,74,83,76,5.07
29,74,83,77,5.06
41,73,83,77,5.07
30,73,83,77,5.07
47,74,83,77,5.07
34,73,81,77,5.07
41,74,83,77,5.07
50,74,83,77,5.07
29,74,83,77,5.07
30,74,83,77,5.06
29,74,83,77,5.07
31,74,83,77,5.07
41,74,83,77,5.07
29,74,86,77,5.07
36,74,83,77,5.07
54,74,83,77,5.07
31,74,83,77,5.07
29,74,83,77,5.07
33,74,83,77,5.07
30,74,83,77,5.07
30,74,83,77,5.07
32,74,83,77,5.07
45,74,83,77,5.07
47,74,83,77,5.07
45,74,83,77,5.07
30,74,83,77,5.07
33,74,83,77,5.07
51,74,83,77,5.07
29,74,83,77,5.07
39,74,83,77,5.06
29,74,83,77,5.07
30,74,83,77,5.07
30,74,83,77,5.07
33,74,83,77,5.07
29,74,81,77,5.07
50,74,83,77,5.07
46,74,83,77,5.07
53,73,83,77,5.07
51,74,83,78,5.07
48,74,83,77,5.07
46,73,83,77,5.06
30,74,83,78,5.07
29,74,83,77,5.07
31,74,83,77,5.07
50,73,86,77,5.06
29,74,83,77,5.07
31,74,83,77,5.07
33,74,81,77,5.07
29,74,83,78,5.06
53,74,83,77,5.07
31,74,83,77,5.06
32,74,83,78,5.06
29,74,81,77,5.07
40,74,83,78,5.06
52,74,83,77,5.07
29,74,83,77,5.07
29,74,83,78,5.07
30,74,83,73,5.06
30,74,83,77,5.06
29,74,81,74,5.07
48,74,83,78,5.06
42,74,83,77,5.07
31,74,83,78,5.07
30,74,81,77,5.07
30,74,83,77,5.06
30,74,77,78,5.07
29,74,83,77,5.07
36,74,81,74,5.07
33,74,83,78,5.07
29,74,83,77,5.06
38,74,83,78,5.06
31,74,83,77,5.07
31,74,83,77,5.07
38,74,83,77,5.07
52,74,83,77,5.07
29,74,83,78,5.06
35,74,83,77,5.06
37,74,83,78,5.06
33,74,83,77,5.06
54,74,83,78,5.07
29,74,83,77,5.07
42,74,83,78,5.07
53,74,75,78,5.07
30,74,83,78,5.06
51,74,83,77,5.07
29,74,83,78,5.07
45,74,83,77,5.06
30,74,83,77,5.07
39,74,83,78,5.06
30,74,75,78,5.07
34,74,83,78,5.06
30,74,75,75,5.07
47,74,83,78,5.06
31,74,83,77,5.06
40,74,83,78,5.06
54,74,83,77,5.07
29,74,83,77,5.06
34,74,83,77,5.07
52,74,83,77,5.07
47,74,83,77,5.07
29,74,83,78,5.06
30,74,83,77,5.07
31,74,83,77,5.07
29,74,83,77,5.07
31,74,83,77,5.07
50,74,83,77,5.07
47,74,83,77,5.07
55,74,83,77,5.07
52,74,83,77,5.06
43,74,83,77,5.07
31,74,83,77,5.07
30,74,83,74,5.07
35,74,83,77,5.07
36,73,81,77,5.07
48,74,83,77,5.06
32,74,81,76,5.07
50,74,83,77,5.06
29,73,86,77,5.07
45,74,83,77,5.07
30,73,83,77,5.07
33,74,83,77,5.07
30,74,83,77,5.06
29,74,83,77,5.06
30,74,83,77,5.07
35,74,83,77,5.07
29,74,83,77,5.06
54,74,83,77,5.06
31,74,83,77,5.07
44,73,81,76,5.07
33,73,81,76,5.06
31,74,83,77,5.06
38,73,83,77,5.07
29,74,83,77,5.06
30,74,83,77,5.07
29,74,83,77,5.07
33,74,83,77,5.07
32,73,83,77,5.07
29,74,83,77,5.07
32,72,86,77,5.07
32,74,83,77,5.07
36,73,81,74,5.07
31,74,83,77,5.07
29,73,83,77,5.07
45,74,83,77,5.06
40,73,83,77,5.07
41,74,83,77,5.06
34,73,83,77,5.07
36,73,83,77,5.07
31,73,83,77,5.07
31,73,83,77,5.07
35,74,83,77,5.07
42,73,83,77,5.07
30,74,83,77,5.07
39,73,83,74,5.07
40,74,83,77,5.07
38,73,81,76,5.06
35,74,83,77,5.06
52,73,83,77,5.07
30,74,83,77,5.07
32,73,83,77,5.07
46,74,83,77,5.06
33,74,83,77,5.07
29,74,83,77,5.07
51,73,83,77,5.07
54,74,83,77,5.07
42,73,83,77,5.07
29,74,83,77,5.07
29,74,83,78,5.07
33,73,83,77,5.07
38,74,83,77,5.07
55,74,83,78,5.07
30,74,83,77,5.07
42,74,83,77,5.07
31,74,83,77,5.07
51,74,83,77,5.07
32,74,83,77,5.07
29,74,83,78,5.07
29,74,83,77,5.07
37,73,81,77,5.07
29,74,83,78,5.07
29,74,83,77,5.07
29,74,83,77,5.07
30,74,83,78,5.07
31,74,83,77,5.07
38,74,83,78,5.07
29,74,83,77,5.07
29,74,83,78,5.07
31,74,83,77,5.07
34,74,83,77,5.07
30,74,83,77,5.07
29,74,83,78,5.06
29,74,81,77,5.07
32,74,83,78,5.06
39,74,81,77,5.07
38,74,83,78,5.07
44,74,83,77,5.07
55,74,83,78,5.07
36,74,83,78,5.07
47,74,83,77,5.07
33,74,83,78,5.07
39,74,75,78,5.07
29,74,83,78,5.07
41,74,81,77,5.07
38,74,83,78,5.07
42,74,83,77,5.07
36,74,83,78,5.07
29,74,83,77,5.07
29,74,83,78,5.07
30,74,83,78,5.07
38,74,83,78,5.07
29,74,83,78,5.07
29,74,83,78,5.07
30,74,83,78,5.07
45,74,83,78,5.07
43,74,83,78,5.07
29,74,83,78,5.07
33,74,83,78,5.07
37,74,83,78,5.07
30,74,83,78,5.07
51,74,83,78,5.07
36,74,83,78,5.07
29,74,83,78,5.06
34,74,81,77,5.07
29,74,83,78,5.07
37,74,83,77,5.07
49,74,83,78,5.07
48,74,83,78,5.07
40,74,81,77,5.07
42,74,83,78,5.07
30,74,81,77,5.07
32,74,83,78,5.07
33,74,83,78,5.07
33,74,83,78,5.06
29,74,83,78,5.07
32,74,83,77,5.07
47,74,83,78,5.07
32,74,81,77,5.07
31,74,83,78,5.07
55,74,83,78,5.07
29,74,83,78,5.07
36,74,83,78,5.07
38,74,83,77,5.07
30,74,83,78,5.07
38,74,83,78,5.06
30,74,83,78,5.07
31,74,83,78,5.06
51,74,83,78,5.07
45,74,83,77,5.07
33,74,83,78,5.07
39,74,83,78,5.07
40,74,83,78,5.06
30,74,83,78,5.07
30,74,75,80,5.07
29,74,83,78,5.07
30,74,83,78,5.07
34,74,83,78,5.07
39,74,83,78,5.07
34,73,83,77,5.07
39,74,83,78,5.06
29,74,83,77,5.07
31,74,83,78,5.07
33,74,83,78,5.07
40,74,83,77,5.07
30,74,83,78,5.06
33,74,83,77,5.07
29,74,83,78,5.07
32,74,83,77,5.07
30,74,83,78,5.07
49,74,83,78,5.07
33,74,83,77,5.07
29,74,83,78,5.07
32,74,83,78,5.07
29,73,86,78,5.07
53,74,83,78,5.07
33,74,83,77,5.07
29,74,83,78,5.07
52,74,83,78,5.07
42,74,83,77,5.07
33,74,83,78,5.07
53,74,83,77,5.07
51,74,83,78,5.07
29,74,83,78,5.07
30,74,83,77,5.07
30,74,83,78,5.07
39,74,83,77,5.07
53,74,83,78,5.07
41,74,81,77,5.07
30,74,83,78,5.06
51,74,83,77,5.07
33,74,83,78,5.07
44,74,83,77,5.07
53,74,83,78,5.07
41,74,83,77,5.07
49,74,83,77,5.07
52,74,83,78,5.07
55,74,83,77,5.07
29,74,83,78,5.06
35,74,83,77,5.07
30,74,83,78,5.07
29,74,83,77,5.07
41,73,83,77,5.07
29,74,83,77,5.07
57,74,83,77,5.07
42,74,83,78,5.07
44,74,83,77,5.07
29,74,83,77,5.07
44,74,83,77,5.07
29,74,83,77,5.07
33,74,83,77,5.07
52,74,83,77,5.07
29,74,83,77,5.07
31,74,83,77,5.07
34,74,83,77,5.07
29,74,83,77,5.07
32,74,83,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
29,74,83,77,5.07
34,74,83,77,5.07
31,74,83,77,5.07
31,74,83,77,5.07
